skim_type,skim_variable,Metadata_dataset,n_missing,complete_rate,character.min,character.max,character.empty,character.n_unique,character.whitespace,sample_values,n_values
character,pert_dose,CDRPBIO-BBBC036-Bray,0,1,3,16,0,466,0,"10.5129,12.0306,15.0901,17.1026,18.3566,3.76342,5.07056,5.20144575224973,5.20976,5.78294",466
character,det_plate,CDRPBIO-BBBC036-Bray,0,1,29,29,0,386,0,"PAC002_U2OS_6H_X3_B1_UNI4445L,PAC009_U2OS_6H_X1_B1_UNI4445L,PAC021_U2OS_6H_X1_B1_UNI4445L,PAC039_U2OS_6H_X1_B1_UNI4445R,PAC047_U2OS_6H_X3_B1_UNI4445L,PAC061_U2OS_6H_X1_B1_UNI4445L,PAC061_U2OS_6H_X1_B1_UNI4445R,PAC062_U2OS_6H_X2_B1_UNI4445R,PAC063_U2OS_6H_X1_B1_UNI4445R,PAC066_U2OS_6H_X2_B1_UNI4445L",386
character,BROAD_CPD_ID,CDRPBIO-BBBC036-Bray,0,1,4,13,0,1917,0,"BRD-A29854054,BRD-A80871782,BRD-K08999871,BRD-K12513978,BRD-K13112821,BRD-K14282469,BRD-K45068323,BRD-K62456038,BRD-K62609077,BRD-K77133231",1917
character,CPD_NAME,CDRPBIO-BBBC036-Bray,3478,0.4980516669072016,2,109,0,1881,0,"BRD-A15530910,BRD-A27080191,diazepam,famotidine,hispidin,iopanoic acid,nimodipine,orphenadrine,praziquantel,selinidin",1882
character,CPD_TYPE,CDRPBIO-BBBC036-Bray,3478,0.4980516669072016,3,3,0,2,0,"BIO,POS",3
character,CPD_SMILES,CDRPBIO-BBBC036-Bray,3478,0.4980516669072016,10,225,0,1916,0,"C(COc1ccc2OCOc2c1)CN1CCN(CC1)c1ccccc1,C1CCC(CC1)c1ccc2n3CCNC4CCCc(c34)c2c1,CC(C)(O)[C@H]1O[C@H]2CC[C@]3(C)[C@]4(C)[C@H](Cc5c4[nH]c4ccccc54)CC[C@@]3(O)C2=CC1=O,CC(C)[C@@]1(C)[C@@H]([C@H](OO)c2ccc[nH]2)[C@@]2(O)[C@@]3(C)C[C@@]4(O)O[C@@]5([C@H](O)C(=C)CC[C@]35O)[C@@]2(O)[C@]14C,CC(C)CC(NC(=O)N1CCCCCC1)C(=O)NC(Cc1cn(C)c2ccccc12)C(=O)NC(Cc1ccccn1)C(O)=O,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,CCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1C,COc1cc(=O)n(C)c2c(OCC(O)C(C)(C)O)cccc12,COc1ccc(cc1)C(=C1C(=O)Nc2ccccc12)c1ccc(OC)cc1,O=C1c2ccccc2-c2cccc3cccc1c23",1917
character,pert_id_dose,CDRPBIO-BBBC036-Bray,0,1,4,19,0,1917,0,"BRD-A02799884_10.0,BRD-A38675539_10.0,BRD-K05906022_10.0,BRD-K08078237_10.0,BRD-K12244279_10.0,BRD-K36851334_23.57,BRD-K38775274_12.74,BRD-K41567364_10.0,BRD-K47323024_10.0,BRD-K76064317_18.78",1917
character,pert_sample_dose,CDRPBIO-BBBC036-Bray,0,1,4,28,0,1917,0,"BRD-A14574269-051-01-4_10.0,BRD-A20182314-001-02-6_10.0,BRD-A74980173-001-02-8_10.0,BRD-A80151636-066-02-2_10.0,BRD-A94413429-003-01-6_10.0,BRD-K00673382-001-04-9_10.0,BRD-K24084088-001-02-2_10.0,BRD-K37714784-305-01-3_10.0,BRD-K40905133-001-02-3_10.0,BRD-K45535217-001-02-2_10.0",1917
character,pert_id,LINCS-Pilot1,0,1,4,13,0,1403,0,"BRD-A16665823,BRD-K00152668,BRD-K02992638,BRD-K04804440,BRD-K04956647,BRD-K19540840,BRD-K26603252,BRD-K28392481,BRD-K59197931,BRD-K84163249",1403
character,pert_dose,LINCS-Pilot1,0,1,3,20,0,87,0,"-666.0,0.012345700000000001,0.0414497,0.0460899,0.07128519999999999,0.0740741,1.11914,1.9247,6.79369,8.10603",87
character,det_plate,LINCS-Pilot1,0,1,24,27,0,75,0,"REP.A001_A549_24H_X3_B27,REP.A003_A549_24H_X1_B27,REP.A009_A549_24H_X2_B32,REP.A013_A549_24H_X1_B29,REP.A013_A549_24H_X2_B32,REP.A014_A549_24H_X1_B29,REP.A014_A549_24H_X3_B29,REP.A016_A549_24H_X3_B32,REP.A018_A549_24H_X2_B29,REP.A025_A549_24H_X2_B29",75
character,pert_id_dose,LINCS-Pilot1,0,1,4,18,0,8370,0,"BRD-A17462676_1.11,BRD-A39390670_3.33,BRD-A58280226_0.37,BRD-A62879835_0.04,BRD-K07798980_0.12,BRD-K41996876_0.04,BRD-K56405753_0.37,BRD-K60997853_1.11,BRD-K70924353_3.33,BRD-K94293891_0.12",8370
character,cid,LINCS-Pilot1,0,1,28,31,0,27837,0,"REP.A002_A549_24H_X1_B27:H10,REP.A003_A549_24H_X3_B27:N08,REP.A005_A549_24H_X1_B27:F10,REP.A013_A549_24H_X2_B32:A21,REP.A017_A549_24H_X1_B27:G01,REP.A017_A549_24H_X2_B27:B10,REP.A022_A549_24H_X2_B25:A14,REP.A025_A549_24H_X1_B29:C15,REP.A026_A549_24H_X3_B29:H22,REP.A028_A549_24H_X1_B29:N09",27837
character,bead_batch,LINCS-Pilot1,0,1,3,3,0,4,0,"b25,b27,b29,b32",4
character,bead_revision,LINCS-Pilot1,0,1,2,2,0,1,0,r2,1
character,bead_set,LINCS-Pilot1,0,1,9,9,0,1,0,"dp52,dp53",1
character,cell_id,LINCS-Pilot1,0,1,4,4,0,1,0,A549,1
character,count_cv,LINCS-Pilot1,0,1,2,3,0,45,0,"24,30,33,36,38,43,45,49,63,83",45
character,count_mean,LINCS-Pilot1,0,1,2,3,0,154,0,"119,129,150,165,168,22,35,41,46,93",154
character,det_mode,LINCS-Pilot1,0,1,3,3,0,1,0,duo,1
character,det_well,LINCS-Pilot1,0,1,3,3,0,380,0,"A21,C03,C07,E08,E21,F17,F21,H02,N14,P15",380
character,inf_model,LINCS-Pilot1,0,1,6,6,0,1,0,mlr12k,1
character,mfc_plate_name,LINCS-Pilot1,0,1,10,10,0,25,0,"AB00016186,AB00016187,AB00016189,AB00016190,AB00016191,AB00016192,AB00016881,AB00016887,AB00016888,AB00018081",25
character,pert_dose_unit,LINCS-Pilot1,0,1,2,4,0,2,0,"-666,um",2
character,pert_id_vendor,LINCS-Pilot1,0,1,3,16,0,1401,0,"1500195,1500403,1500691,1503917,1762,2300292,HY-10240,HY-15279,HY-32350,S2169",1401
character,pert_idose,LINCS-Pilot1,0,1,4,7,0,8,0,"-666,0.04 uM,0.12 uM,0.37 uM,1.11 uM,10 uM,20 uM,3.33 uM",8
character,pert_iname_x,LINCS-Pilot1,0,1,3,33,0,1399,0,"avasimibe,chlormezanone,ciprofloxacin,dipraglurant,faropenem,formestane,loperamide,pranlukast,vicriviroc,ZK-93426",1399
character,pert_itime,LINCS-Pilot1,0,1,4,4,0,1,0,24 h,1
character,pert_mfc_desc,LINCS-Pilot1,0,1,4,65,0,1321,0,"AZD8931 (SAPITINIB),CLOMIPHENE CITRATE,CPI-613,FLUOROMETHOLONE,LOSARTAN POTASSIUM (DUP 753),LOXOPROFEN,OMEPRAZOLE,PRAVASTATIN SODIUM,PROBENECID,TRIAMCINOLONE ACETONIDE",1321
character,pert_mfc_id,LINCS-Pilot1,0,1,4,22,0,1403,0,"BRD-A05523972-001-01-5,BRD-A68281735-001-18-6,BRD-K16730910-001-07-3,BRD-K21450440-001-14-6,BRD-K31092604-003-03-5,BRD-K49504902-001-01-6,BRD-K50498985-001-03-3,BRD-K82795137-001-26-2,BRD-K85751432-001-03-3,BRD-K95773607-004-03-8",1403
character,pert_time,LINCS-Pilot1,0,1,2,2,0,1,0,24,1
character,pert_time_unit,LINCS-Pilot1,0,1,1,1,0,1,0,h,1
character,pert_type_x,LINCS-Pilot1,0,1,6,11,0,2,0,"ctl_vehicle,trt_cp",2
character,pert_vehicle,LINCS-Pilot1,0,1,4,4,0,1,0,DMSO,1
character,pool_id,LINCS-Pilot1,0,1,7,7,0,1,0,epsilon,1
character,provenance_code,LINCS-Pilot1,0,1,15,15,0,1,0,KMV+F2D+INO+QNO,1
character,qc_f_logp,LINCS-Pilot1,0,1,3,4,0,102,0,"0.8,10.1,2.8,2.9,4.6,5.1,7.3,7.7,8.0,8.8",102
character,qc_iqr,LINCS-Pilot1,0,1,3,5,0,949,0,"10.32,10.58,10.88,11.38,12.2,12.56,14.55,3.78,5.44,8.09",949
character,qc_slope,LINCS-Pilot1,0,1,2,2,0,34,0,"53,58,61,62,70,71,72,77,78,81",34
character,rna_plate,LINCS-Pilot1,0,1,20,23,0,75,0,"REP.A001_A549_24H_X3,REP.A002_A549_24H_X3,REP.A005_A549_24H_X3,REP.A015_A549_24H_X3,REP.A016_A549_24H_X3,REP.A018_A549_24H_X2,REP.A021_A549_24H_X3,REP.A022_A549_24H_X1,REP.A024_A549_24H_X1,REP.A028_A549_24H_X3",75
character,rna_well,LINCS-Pilot1,0,1,3,3,0,380,0,"A03,A21,C07,C14,D01,D11,E16,E23,K07,P17",380
character,x_amount_mg,LINCS-Pilot1,0,1,3,20,0,129,0,"0.013000000000000001,0.034,0.055,0.057,0.066,0.071,0.083,0.087,0.091,0.11",129
character,x_annotation,LINCS-Pilot1,0,1,4,6,0,3,0,"-666,ACCEPT,REJECT",3
character,x_avg_mol_weight,LINCS-Pilot1,0,1,5,18,0,1361,0,"233.24200000000002,267.30400000000003,283.38599999999997,393.94699999999995,402.749,477.435,508.56300000000005,512.535,523.882,653.206",1361
character,x_mg_per_ml,LINCS-Pilot1,0,1,3,21,0,8055,0,"0.052663999999999996,0.250809,0.26914299999999997,0.487001,0.5638770000000001,1.14959,1.31316,3.8137199999999996,4.4145199999999996,4.88006",8055
character,x_mmoles_per_liter,LINCS-Pilot1,0,1,3,20,0,87,0,"0.051482400000000005,0.177791,0.501951,0.666667,1.39002,1.9247,10.0,11.5467,8.10603,9.583730000000001",87
character,x_purity,LINCS-Pilot1,0,1,3,6,0,777,0,"89.53,91.66,92.72,93.28,93.92,94.08,96.01,96.82,98.17,98.8",777
character,x_smiles,LINCS-Pilot1,0,1,4,260,0,1403,0,"CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(C)(=O)=O,Cc1cc(=O)n(-c2ccccc2)n1C,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F,Clc1cc(ccc1C(=O)Nc1ccc(Cl)c(c1)-c1ccccn1)S(C)(=O)=O,Clc1ccc(CO\N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CN(CS(O)(=O)=O)c1c(C)n(C)n(-c2ccccc2)c1=O,COc1ccc(CNc2nc(ncc2C(=O)NCc2ncccn2)N2CCC[C@H]2CO)cc1Cl,OC(=O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1",1403
character,x_volume_ul,LINCS-Pilot1,0,1,2,2,0,1,0,13,1
character,pert_plate,LINCS-Pilot1,0,1,8,8,0,25,0,"REP.A003,REP.A004,REP.A009,REP.A015,REP.A016,REP.A018,REP.A019,REP.A021,REP.A024,REP.A027",25
character,batch,LINCS-Pilot1,0,1,5,5,0,1,0,REP.A,1
character,nearest_dose,LINCS-Pilot1,0,1,4,6,0,8,0,"-666.0,0.04,0.12,0.37,1.11,10.0,20.0,3.33",8
character,brew_prefix,LINCS-Pilot1,0,1,17,17,0,25,0,"REP.A002_A549_24H,REP.A003_A549_24H,REP.A005_A549_24H,REP.A010_A549_24H,REP.A011_A549_24H,REP.A016_A549_24H,REP.A017_A549_24H,REP.A018_A549_24H,REP.A019_A549_24H,REP.A027_A549_24H",25
character,group_id,LINCS-Pilot1,0,1,21,21,0,9482,0,"REP.A009_A549_24H:F16,REP.A013_A549_24H:A10,REP.A016_A549_24H:O19,REP.A017_A549_24H:K07,REP.A018_A549_24H:A24,REP.A018_A549_24H:I20,REP.A021_A549_24H:H02,REP.A021_A549_24H:K09,REP.A026_A549_24H:A13,REP.A026_A549_24H:K13",9482
character,nsig,LINCS-Pilot1,0,1,1,3,0,5,0,"299,300,5,500,6",5
character,cc_q75,LINCS-Pilot1,0,1,3,6,0,237,0,"0.1325,0.175,0.315,0.3275,0.35,0.3625,0.3925,0.4525,0.665,0.78",237
character,tas_q75,LINCS-Pilot1,0,1,6,20,0,1403,0,"0.074798075,0.0859557,0.10619875,0.1063766,0.12812175,0.13890275,0.14490150000000002,0.1642435,0.26090625,0.39868225",1403
character,pert_iname_y,LINCS-Pilot1,0,1,3,33,0,1399,0,"benzbromarone,cefdinir,cefotetan,doxorubicin,indibulin,ore1001,tazarotene,teneligliptin,tirasemtiv,trimipramine",1399
character,pert_type_y,LINCS-Pilot1,0,1,6,11,0,2,0,"ctl_vehicle,trt_cp",2
character,moa,LINCS-Pilot1,2469,0.9113050975320617,7,293,0,558,0,"Cholesterol inhibitor|Lipase clearing factor inhibitor,Cyclooxygenase inhibitor,Estrogen receptor antagonist|Progesterone receptor agonist,Farnesyltransferase inhibitor|NFkB pathway inhibitor,FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,GABA receptor modulator,Glycine transporter inhibitor|GlyT-1 inhibitor,Guanylate cyclase activator,Immunosuppressant|Corticosteroid agonist|Glucocorticoid receptor agonist,Ion channel antagonist",559
character,pert_id,LUAD-BBBC041-Caicedo,0,1,8,14,0,529,0,"BRDN0000552372,BRDN0000552396,BRDN0000552549,BRDN0000552637,BRDN0000552667,BRDN0000552973,BRDN0000553686,BRDN0000553748,BRDN0000553793,BRDN0000560330",529
character,pert_dose,LUAD-BBBC041-Caicedo,0,1,4,4,0,1,0,-666,1
character,det_plate,LUAD-BBBC041-Caicedo,0,1,24,24,0,16,0,"TA.OE014_A549_96H_X1_B19,TA.OE014_A549_96H_X2_B19,TA.OE014_A549_96H_X3_B19,TA.OE014_A549_96H_X7_B19,TA.OE014_A549_96H_X8_B19,TA.OE015_A549_96H_X2_B19,TA.OE015_A549_96H_X3_B19,TA.OE015_A549_96H_X4_B19,TA.OE015_A549_96H_X5_B19,TA.OE015_A549_96H_X7_B19",16
character,bead_batch,LUAD-BBBC041-Caicedo,0,1,3,3,0,1,0,b19,1
character,bead_revision,LUAD-BBBC041-Caicedo,0,1,2,2,0,1,0,r2,1
character,bead_set,LUAD-BBBC041-Caicedo,0,1,9,9,0,1,0,"dp52,dp53",1
character,cell_id,LUAD-BBBC041-Caicedo,0,1,4,4,0,1,0,A549,1
character,count_cv,LUAD-BBBC041-Caicedo,0,1,2,2,0,9,0,"20,21,22,23,24,25,26,27,28",9
character,count_mean,LUAD-BBBC041-Caicedo,0,1,2,2,0,68,0,"27,31,36,37,43,62,67,69,83,91",68
character,det_mode,LUAD-BBBC041-Caicedo,0,1,3,3,0,1,0,duo,1
character,det_well,LUAD-BBBC041-Caicedo,0,1,3,3,0,348,0,"D14,G16,I13,J03,K16,K21,N09,N20,O01,P22",348
character,inf_model,LUAD-BBBC041-Caicedo,0,1,6,6,0,1,0,mlr12k,1
character,mfc_plate_name,LUAD-BBBC041-Caicedo,0,1,16,16,0,2,0,"DOC45.46.47.48.A,DOC49.50.51.52.A",2
character,pert_dose_unit,LUAD-BBBC041-Caicedo,0,1,4,4,0,1,0,-666,1
character,pert_id_vendor,LUAD-BBBC041-Caicedo,0,1,4,4,0,1,0,-666,1
character,pert_idose,LUAD-BBBC041-Caicedo,0,1,4,4,0,1,0,-666,1
character,pert_itime,LUAD-BBBC041-Caicedo,0,1,4,4,0,1,0,96 h,1
character,pert_mfc_desc,LUAD-BBBC041-Caicedo,0,1,3,10,0,116,0,"AKT1,BRAF,CD40,ERBB2,MAPK7,MET,MYC,NFIL3,TPK1,ZNF597",116
character,pert_mfc_id,LUAD-BBBC041-Caicedo,0,1,5,14,0,529,0,"BRDN0000552827,BRDN0000552897,BRDN0000553095,BRDN0000553306,BRDN0000553553,BRDN0000553647,BRDN0000554044,BRDN0000560922,TRCN0000465491,TRCN0000466268",529
character,pert_time,LUAD-BBBC041-Caicedo,0,1,2,2,0,1,0,96,1
character,pert_time_unit,LUAD-BBBC041-Caicedo,0,1,1,1,0,1,0,h,1
character,pert_vehicle,LUAD-BBBC041-Caicedo,0,1,10,10,0,1,0,PLX_TRC317,1
character,pool_id,LUAD-BBBC041-Caicedo,0,1,7,7,0,1,0,epsilon,1
character,provenance_code,LUAD-BBBC041-Caicedo,0,1,19,19,0,1,0,KMV+F2D+INO+QNO+ZSP,1
character,qc_f_logp,LUAD-BBBC041-Caicedo,0,1,1,4,0,89,0,"10.3,2.3,5.3,6.2,7.1,7.6,7.7,8.3,8.4,9.4",89
character,qc_iqr,LUAD-BBBC041-Caicedo,0,1,1,5,0,534,0,"11.39,6.83,7.14,7.26,7.74,7.85,8.06,8.14,8.28,8.83",534
character,qc_slope,LUAD-BBBC041-Caicedo,0,1,2,2,0,18,0,"54,57,58,61,62,63,64,67,69,73",18
character,rna_plate,LUAD-BBBC041-Caicedo,0,1,20,20,0,16,0,"TA.OE014_A549_96H_X1,TA.OE014_A549_96H_X2,TA.OE014_A549_96H_X3,TA.OE014_A549_96H_X4,TA.OE014_A549_96H_X5,TA.OE014_A549_96H_X6,TA.OE015_A549_96H_X2,TA.OE015_A549_96H_X4,TA.OE015_A549_96H_X5,TA.OE015_A549_96H_X7",16
character,rna_well,LUAD-BBBC041-Caicedo,0,1,3,3,0,348,0,"A19,B16,C07,D17,G04,G10,H14,H16,M19,N18",348
character,id,LUAD-BBBC041-Caicedo,0,1,28,28,0,4232,0,"TA.OE014_A549_96H_X2_B19:L14,TA.OE014_A549_96H_X4_B19:E05,TA.OE014_A549_96H_X5_B19:M06,TA.OE014_A549_96H_X6_B19:C16,TA.OE014_A549_96H_X7_B19:G24,TA.OE014_A549_96H_X7_B19:I01,TA.OE014_A549_96H_X8_B19:I02,TA.OE015_A549_96H_X6_B19:O07,TA.OE015_A549_96H_X6_B19:P20,TA.OE015_A549_96H_X7_B19:C11",4232
character,mfc_plate_dim,LUAD-BBBC041-Caicedo,0,1,3,3,0,1,0,384,1
character,mfc_plate_id,LUAD-BBBC041-Caicedo,0,1,4,4,0,1,0,-666,1
character,mfc_plate_quad,LUAD-BBBC041-Caicedo,0,1,1,1,0,1,0,1,1
character,mfc_plate_well,LUAD-BBBC041-Caicedo,0,1,3,3,0,348,0,"C02,C11,D23,F19,G09,J24,K08,M19,O10,O19",348
character,pert_iname,LUAD-BBBC041-Caicedo,0,1,5,14,0,529,0,"BRDN0000552735,BRDN0000552750,BRDN0000553117,BRDN0000553137,BRDN0000553532,BRDN0000554024,BRDN0000554054,BRDN0000560274,BRDN0000560924,TRCN0000472481",529
character,pert_type,LUAD-BBBC041-Caicedo,0,1,6,10,0,3,0,"ctl_untrt,ctl_vector,trt_oe",3
character,pert_univ_id,LUAD-BBBC041-Caicedo,0,1,2,6,0,116,0,"-40,1796,29103,4089,5518,5898,5925,7107,7264,8837",116
character,x_count_col,LUAD-BBBC041-Caicedo,0,1,1,3,0,348,0,"155,173,229,246,261,290,316,370,381,42",348
character,x_count_row,LUAD-BBBC041-Caicedo,0,1,1,3,0,348,0,"10,120,137,163,256,332,379,79,86,93",348
character,x_countall,LUAD-BBBC041-Caicedo,0,1,1,3,0,611,0,"122,149,198,249,267,366,711,723,81,88",611
character,x_ie_a549,LUAD-BBBC041-Caicedo,0,1,1,4,0,120,0,"0.19,0.34,0.44,0.64,0.92,1.15,1.25,1.36,1.6,1.68",120
character,x_insertlength,LUAD-BBBC041-Caicedo,8,0.998109640831758,3,4,0,162,0,"1356,1431,1443,1689,381,4170,666,864,906,993",163
character,x_intended_mismatch,LUAD-BBBC041-Caicedo,0,1,4,4,0,1,0,-666,1
character,x_locationidentifier_ys,LUAD-BBBC041-Caicedo,0,1,9,9,0,611,0,"DOC45_G10,DOC46_F03,DOC47_D06,DOC49_H12,DOC50_C12,DOC50_E02,DOC52_F12,DOC52_G02,DOC52_H01,DOC52_H05",611
character,allele,LUAD-BBBC041-Caicedo,0,1,3,22,0,529,0,"BRAF_p.H574N,CASP8_p.E147D,CGREF1_p.Q295K,DARC_p.W253R,KEAP1_p.Y141F,RAF1_WT.c,RIT1_p.A192T,SERPINB5_p.I159S,TP53_p.M237I,TP53_p.V172F",529
character,x_not_empty,LUAD-BBBC041-Caicedo,0,1,4,8,0,2,0,"-666,NotEmpty",2
character,x_number_orfs_per_gene,LUAD-BBBC041-Caicedo,0,1,1,2,0,23,0,"17,2,26,40,5,50,58,6,8,95",23
character,x_open_closed,LUAD-BBBC041-Caicedo,0,1,4,5,0,3,0,"-666,close,open",3
character,x_orf_numbername,LUAD-BBBC041-Caicedo,0,1,5,20,0,529,0,"ORF000034.1_TRC317.1,ORF022737.1_TRC317.1,ORF022864.1_TRC317.3,ORF022942.1_TRC317.1,ORF022986.1_TRC317.1,ORF023003.1_TRC317.1,ORF023376.1_TRC317.1,ORF023496.1_TRC317.1,ORF023632.1_TRC317.2,ORF023998.1_TRC317.4",529
